order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
7166,922,2126,22.73,3,2-2-22,0,40,51,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,restaurant,Mama Cass Restaurants Limited,"4a Oyeleke Street, Off Kudirat Abiola Way, Oregun, Ikeja, Lagos, Nigeria","0807 229 2436, 0807 22 92447, 0807 229 2446"
7167,775,904,23.56,2,1-4-22,-1,44,70,Whisky,"While brandy is generally made from grapes, that is, any distilled liquor made from fermented fruit juice is called brandy. Whiskey is made from grain, typically malted barley, corn, or other cereal grains, which is essentially brewed and fermented into beer.",drink,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
7168,281,2303,9.93,2,10-7-22,-1,14,60,Plantain fufu,"This is another version of fufu made from green plantain instead of cassava. A plain delicious gluten-free swallow served with any soup of choice. Specifically, plantain fufu is ideal for people living with diabetes because it has low sugar content.",meal,restaurant,Pattaya Restaurant,"30 Adeola Hopewell, Victoria Island, Lagos State","0803 400 3755, 01 874 3696"
7169,809,2918,18.54,5,14-4-22,1,24,35,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,restaurant,Fazoc Restaurant,"26 Norman Williams Street, South West, Ikoyi, Lagos, Nigeria",0803 347 4840
7170,157,3536,11.67,4,26-10-22,1,24,78,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
7171,202,3390,3.1,5,10-11-22,1,10,69,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,cafes,Eric Kayer,,
7172,532,2359,7.39,5,17-12-22,1,26,63,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,restaurant,Rehoboth Delicious,"13, Deji Olamiji, Gbagada, Kosofe, Lagos, Nigeria","0809 156 0927, 0802 315 7707"
7173,274,1417,16.39,2,1-7-22,-1,31,10,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,restaurant,Barcelos,"66, Isaac John Street, G.R.A, Ikeja, Lagos, Nigeria","08019 115 1760, 0809 555 4085"
7174,832,2659,8.63,5,14-4-22,1,30,15,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,restaurant,Chardonnay Restaurant & Bar,"Napex Centre, 3 Walter Carrington Crescent, Victoria Island, Lagos, Nigeria","0803 322 6955, 0803 322 9701"
7175,888,3592,26.76,5,30-1-22,1,44,81,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
7176,356,2706,6.22,2,13-4-22,-1,29,18,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,restaurant,Chief Delight Restaurant,"14 Bornu Crescent, Apapa, Lagos State, Nigeria",+234 1 5872413
7177,260,1465,22.67,2,16-5-22,-1,32,12,Chicken Pepper Soup,"Are you looking for a bowl of comforting and satisfying delicacy? This hot and spicy chicken pepper soup is a great choice. It is hearty, nutrient-dense, and bold with elegant flavor. Cut in some green plantains or potatoes while cooking and enjoy.",meal,restaurant,Cal's Place Restaurant,"93 Allen Avenue, Ikeja, Lagos, Nigeria",01 471 9686
7178,159,2431,25.07,5,27-2-22,1,42,67,Ata Lilo (Starter Sauce,"Ata lilo is a blended mix of bell peppers, habanero, tomatoes, chili pepper, onions, and vegetable oil. It is a base recipe for most stews and soups. You can always make it ahead to make other food preparation faster.",meal,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
7179,413,733,3.79,3,12-6-22,0,24,57, Smoothie,"A liquid foundation, such as fruit juice, or dairy products, such as milk, yoghurt, ice cream, or cottage cheese, is commonly used in smoothies.",drink,restaurant,Ms Food,"6, Olawaiye Street, off Anifowoshe, Akinremi str., Ikeja, Lagos Nigeria",0703 017 5434
7180,774,270,42.63,4,24-1-22,1,47,21,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,restaurant,Chinaville Chinese Restaurant,"9B, Abagbon Close, Off Ologun Agbaje Street, Victoria Island, Lagos, Nigeria","0802 314 1561, 0802 314 1560"
7181,148,1231,21.23,2,1-6-22,-1,41,88,Pineapple Drink,"Made with the normally discarded bits of pineapple – the skin and core, this has a distinct, clear pineapple flavour. Spice with cloves, ginger and other aromatics.",drink,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
7182,770,3387,26.36,2,1-5-22,-1,52,69,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Eric Kayer,,
7183,443,3468,20.92,3,23-12-22,0,43,74,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
7184,517,1887,10.85,5,11-12-22,1,23,36,Pounded Yam,"We call this the king of swallows. It is made from African yam pounded till perfectly smooth and served like a dough. Pounded yam is paired with African soups like egusi, okro soup, and stewed spinach.",meal,restaurant,Glory's Restaurant,"82 Allen Avenue, Ikeja, Lagos, Nigeria"," 0802 290 4431, 01 7749535"
7185,591,894,1.33,3,16-5-22,0,21,69,Daiquiri,"If you like your liquor sweetish, then the daiquiri is the way to go. This rum-based cocktail combines a mix of rum, citrus juice (typically lime) and sugar or any other sweetner. It also has other variations like the widely popular strawberry daiquiri.",drink,cafes,Eric Kayer,,
7186,665,3504,26.99,3,9-5-22,0,39,76, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,cafes,MY COFFEE,,
7187,146,505,17.94,1,6-11-22,-1,40,39,Cappuccino,"Cappuccino consist of a layer of Espresso, milk and foamy cream. ",drink,restaurant,Home Cooking Restaurant,"38A, Awolowo Road, Ikoyi, Lagos, Nigeria","01 473 5320, 01 262 2559"
7188,729,2255,38.68,5,25-9-22,1,57,58,West African Peanut Soup (Maafe) – Nigerian Style,"This is African cuisine, but there is a Nigerian way of cooking it. It is highly nutritious and easy to cook. The combination of peanut and protein of choice makes it a hearty soup.",meal,restaurant,New China Restaurant,"Mobolaji Bank Anthony Way, Opic Plaza, Ikeja, Lagos, Nigeria","0803 301 9983, 0704 322 2885"
7189,324,2203,9.66,4,8-2-22,1,17,55,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,restaurant,Marco-Polo Chinese Restaurant,"9A Karimu Kotun Street, Victoria Island, Lagos, Nigeria","01 270 0248, 01 444 8938"
7190,711,1069,10.08,4,1-5-22,1,30,79, Smoothie,"A liquid foundation, such as fruit juice, or dairy products, such as milk, yoghurt, ice cream, or cottage cheese, is commonly used in smoothies.",drink,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
7191,919,3648,15.1,2,10-7-22,-1,35,84,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
7192,442,1359,1.09,4,11-12-22,1,16,6,Suya Spice,"A spicy seasoning spice for your food. Make your own suya powder mix with peanut butter, smoked paprika, red chili, onion, ginger and garlic powder, nutmeg, and so on. Once you make it, you can add it to fish, potatoes, turkey, beef, chicken, and more.",meal,restaurant,Appetizers Restaurant,"66 Ijaiye Road, Suite 33, Assembly Spot Complex, Ikeja, Lagos, Nigeria",0803 727 7483
7193,904,3648,9.85,3,17-8-22,0,25,84,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
7194,285,633,10.54,4,7-9-22,1,20,49,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
7195,181,2874,6.31,5,30-5-22,1,14,31,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
7196,197,2089,22.63,2,4-2-22,-1,33,49,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
7197,555,963,25.09,5,19-9-22,1,45,73,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
7198,703,3553,17.85,5,31-7-22,1,40,79,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
7199,55,3329,4.16,3,22-7-22,0,17,65,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
7200,672,3276,2.66,2,23-2-22,-1,24,61,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
7201,260,3253,1.12,5,12-7-22,1,21,59,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,restaurant,Onyemaechi Restaurant,"527, Alaba International Market, Ojo Badagry Expressway, Ojo, Lagos, Nigeria",0803 484 1595
7202,431,2508,3.22,2,12-5-22,-1,19,4,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,restaurant,All Seasons Restaurants,"Plot 867A, Bishop Aboyade Cole Street, Victoria Island, Lagos, Nigeria",01 262 3135
7203,315,2983,24.31,1,23-4-22,-1,35,39,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,restaurant,Home Cooking Restaurant,"38A, Awolowo Road, Ikoyi, Lagos, Nigeria","01 473 5320, 01 262 2559"
7204,513,3570,37.28,4,2-12-22,1,46,80,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,cafes,Stories Lagos,,
7205,877,369,45.87,5,12-7-22,1,70,28,Vegetable Juices,"The best veggies for juicing are kale, beets, cucumber, carrots, spinach, tomatoes, etc. ",drink,restaurant,Del Pizza Restaurant and Take Away,"65 Okesuna Street, Lafiaji, Lagos, Nigeria",01 260 2487
7206,353,3449,28.33,3,16-8-22,0,50,72,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
